Running [WRITE, READ] with 10 threads 60 minutes
time,W_totalops,W_op/s,W_pk/s,W_row/s,W_mean,W_med,W_95,W_99,W_999,W_max,W_stderr,R_totalops,R_op/s,R_pk/s,R_row/s,R_mean,R_med,R_95,R_99,R_999,R_max,R_stderr
1549916569,100804,1371.0,1371.0,1371.0,3.57,0.62,18.99,36.96,100.66,107.22,0.07,100151,1299.0,1299.0,1299.0,3.88,0.77,19.89,39.03,107.61,138.81,0.06718
1549916570,101917,1113.0,1113.0,1113.0,4.78,0.71,24.28,60.52,120.65,120.85,0.07,101207,1056.0,1056.0,1056.0,4.41,0.83,21.48,50.66,115.87,119.80,0.06851
1549916571,103229,1312.0,1312.0,1312.0,3.61,0.66,21.40,30.08,49.68,51.48,0.07,102621,1414.0,1414.0,1414.0,3.78,0.82,21.48,31.77,52.00,54.33,0.06910
1549916572,105485,2256.0,2256.0,2256.0,2.21,0.84,6.77,27.46,63.77,83.89,0.07,104965,2344.0,2344.0,2344.0,2.13,0.98,6.39,21.10,66.52,84.54,0.06770
1549916573,107543,2058.0,2058.0,2058.0,2.23,0.68,5.78,22.95,206.57,210.76,0.07,107261,2296.0,2296.0,2296.0,2.33,0.88,6.23,43.29,81.66,206.70,0.06613
1549916574,110868,3325.0,3325.0,3325.0,1.44,0.66,4.17,9.08,60.85,64.32,0.06,110304,3043.0,3043.0,3043.0,1.69,0.85,4.28,10.04,62.69,64.65,0.06434
1549916575,113625,2757.0,2757.0,2757.0,1.70,0.74,3.83,14.03,68.88,70.25,0.06,113062,2758.0,2758.0,2758.0,1.90,0.90,4.17,16.88,68.68,82.64,0.06276
1549916576,116999,3374.0,3374.0,3374.0,1.46,0.74,3.26,9.11,86.44,88.01,0.06,116140,3078.0,3078.0,3078.0,1.61,0.89,3.42,10.31,83.56,96.86,0.06116
1549916577,120763,3764.0,3764.0,3764.0,1.18,0.71,2.84,5.96,59.21,63.44,0.06,119948,3808.0,3808.0,3808.0,1.43,0.85,3.08,6.92,60.98,68.62,0.05979
1549916578,124299,3536.0,3536.0,3536.0,1.34,0.68,2.83,9.20,56.39,67.70,0.06,123348,3400.0,3400.0,3400.0,1.53,0.84,3.42,10.39,59.70,65.80,0.05835
1549916579,127491,3192.0,3192.0,3192.0,1.44,0.76,3.36,8.51,61.51,64.98,0.06,126585,3237.0,3237.0,3237.0,1.59,0.93,3.89,8.35,64.19,83.43,0.05696
1549916580,130436,2945.0,2945.0,2945.0,1.42,0.76,3.24,8.43,58.20,76.74,0.06,129949,3364.0,3364.0,3364.0,1.74,0.96,3.75,9.39,75.04,78.05,0.05564
1549916581,133359,2923.0,2923.0,2923.0,1.61,0.70,3.56,11.24,71.96,86.18,0.05,133112,3163.0,3163.0,3163.0,1.64,0.86,3.64,8.88,65.86,73.86,0.05438
1549916582,137138,3779.0,3779.0,3779.0,1.28,0.64,2.79,7.48,51.81,61.41,0.05,136650,3538.0,3538.0,3538.0,1.33,0.81,3.07,6.37,51.51,55.28,0.05324
1549916583,140811,3673.0,3673.0,3673.0,1.29,0.63,2.58,8.70,56.89,68.75,0.05,140400,3750.0,3750.0,3750.0,1.47,0.80,3.05,8.18,58.23,66.19,0.05217
1549916584,144146,3335.0,3335.0,3335.0,1.39,0.67,3.16,10.81,51.48,55.77,0.05,144000,3600.0,3600.0,3600.0,1.46,0.83,3.36,7.73,54.79,59.08,0.05107
1549916585,147563,3417.0,3417.0,3417.0,1.35,0.68,3.44,7.63,56.98,76.81,0.05,147744,3744.0,3744.0,3744.0,1.42,0.84,3.54,7.59,47.19,57.41,0.05006
1549916586,151052,3489.0,3489.0,3489.0,1.34,0.66,3.36,10.35,49.05,57.48,0.05,151278,3534.0,3534.0,3534.0,1.48,0.83,3.63,9.36,51.48,79.82,0.04906
1549916587,154464,3412.0,3412.0,3412.0,1.26,0.66,2.97,8.31,51.51,59.90,0.05,154847,3569.0,3569.0,3569.0,1.57,0.86,3.58,10.21,49.35,53.12,0.04809
1549916588,158127,3663.0,3663.0,3663.0,1.25,0.68,2.94,8.51,50.56,59.02,0.05,158514,3667.0,3667.0,3667.0,1.45,0.83,3.21,10.67,52.36,55.74,0.04719
1549916589,161987,3860.0,3860.0,3860.0,1.20,0.64,2.34,7.64,50.76,62.06,0.05,162170,3656.0,3656.0,3656.0,1.44,0.80,2.68,8.72,59.08,64.75,0.04636
1549916590,165330,3343.0,3343.0,3343.0,1.40,0.65,2.65,8.83,116.20,118.88,0.05,165673,3503.0,3503.0,3503.0,1.49,0.82,2.74,8.73,64.23,122.03,0.04552
1549916591,168619,3289.0,3289.0,3289.0,1.44,0.72,2.78,10.44,68.16,71.11,0.04,168989,3316.0,3316.0,3316.0,1.56,0.85,3.23,11.62,65.47,67.17,0.04468
1549916592,172052,3433.0,3433.0,3433.0,1.32,0.66,2.88,12.35,65.31,71.57,0.04,172588,3599.0,3599.0,3599.0,1.49,0.81,3.01,11.64,59.70,75.17,0.04388
1549916593,175416,3364.0,3364.0,3364.0,1.20,0.63,2.80,6.65,65.57,71.96,0.04,176354,3766.0,3766.0,3766.0,1.55,0.81,3.19,8.98,69.27,83.82,0.04313
1549916594,178783,3367.0,3367.0,3367.0,1.35,0.67,2.86,6.88,56.43,60.88,0.04,180122,3768.0,3768.0,3768.0,1.43,0.82,2.90,5.90,58.56,70.45,0.04239
1549916595,182891,4108.0,4108.0,4108.0,1.12,0.61,2.73,6.56,49.97,53.61,0.04,184127,4005.0,4005.0,4005.0,1.24,0.80,2.82,6.32,50.10,63.57,0.04183
1549916596,186763,3872.0,3872.0,3872.0,1.25,0.62,2.64,7.27,53.31,57.48,0.04,188041,3914.0,3914.0,3914.0,1.37,0.77,2.75,7.47,53.31,70.71,0.04122
1549916597,190846,4083.0,4083.0,4083.0,1.12,0.62,2.38,5.91,55.61,59.77,0.04,192080,4039.0,4039.0,4039.0,1.31,0.77,2.78,7.06,54.49,59.67,0.04067
1549916598,194395,3549.0,3549.0,3549.0,1.35,0.63,2.74,10.73,58.75,81.13,0.04,195496,3416.0,3416.0,3416.0,1.50,0.81,2.95,11.07,57.90,63.08,0.04001
1549916599,197894,3499.0,3499.0,3499.0,1.31,0.68,2.80,6.90,64.65,84.80,0.04,198916,3420.0,3420.0,3420.0,1.55,0.83,3.26,8.86,68.94,91.49,0.03937
1549916600,201687,3793.0,3793.0,3793.0,1.20,0.68,2.78,8.56,62.23,91.95,0.04,202798,3882.0,3882.0,3882.0,1.38,0.82,3.01,7.75,66.16,73.79,0.03884
1549916601,204914,3227.0,3227.0,3227.0,1.35,0.67,3.16,15.86,61.54,67.90,0.04,206484,3686.0,3686.0,3686.0,1.50,0.83,3.24,7.59,61.01,64.13,0.03823
1549916602,208434,3520.0,3520.0,3520.0,1.37,0.65,2.87,12.45,57.34,61.08,0.04,209725,3241.0,3241.0,3241.0,1.36,0.81,2.94,8.92,53.64,60.00,0.03764
1549916603,212248,3814.0,3814.0,3814.0,1.28,0.62,3.09,7.95,71.11,74.58,0.04,213589,3864.0,3864.0,3864.0,1.48,0.79,3.33,11.26,64.09,76.61,0.03713
1549916604,215962,3714.0,3714.0,3714.0,1.26,0.63,3.01,6.95,85.26,90.90,0.04,217316,3727.0,3727.0,3727.0,1.40,0.79,3.34,7.93,61.51,88.34,0.03662
1549916605,219911,3949.0,3949.0,3949.0,1.09,0.64,2.65,6.50,46.89,60.82,0.04,221271,3955.0,3955.0,3955.0,1.41,0.80,3.03,8.23,55.35,81.92,0.03618
1549916606,223285,3374.0,3374.0,3374.0,1.28,0.66,2.59,7.88,57.64,63.05,0.04,224780,3509.0,3509.0,3509.0,1.58,0.82,3.11,13.48,56.07,65.34,0.03566
1549916607,226912,3627.0,3627.0,3627.0,1.23,0.68,2.84,6.26,52.20,83.03,0.04,228549,3769.0,3769.0,3769.0,1.37,0.81,3.03,6.88,55.90,66.72,0.03518
1549916608,230548,3636.0,3636.0,3636.0,1.38,0.70,2.97,8.06,59.64,69.21,0.03,231956,3407.0,3407.0,3407.0,1.52,0.84,2.98,7.84,61.05,75.17,0.03468
1549916609,234668,4120.0,4120.0,4120.0,1.14,0.65,2.70,5.39,59.38,87.16,0.03,236040,4084.0,4084.0,4084.0,1.27,0.79,3.00,6.35,50.92,60.75,0.03435
1549916610,238292,3624.0,3624.0,3624.0,1.17,0.63,2.60,6.71,50.86,82.12,0.03,239700,3660.0,3660.0,3660.0,1.55,0.80,3.07,10.33,77.07,80.22,0.03389
1549916611,242037,3745.0,3745.0,3745.0,1.25,0.63,2.65,7.65,60.92,86.25,0.03,243457,3757.0,3757.0,3757.0,1.37,0.79,2.97,7.67,52.79,58.29,0.03347
1549916612,246023,3986.0,3986.0,3986.0,1.16,0.62,2.76,7.31,50.27,51.25,0.03,247292,3835.0,3835.0,3835.0,1.28,0.79,3.04,7.37,47.91,59.08,0.03306
1549916613,250024,4001.0,4001.0,4001.0,1.24,0.63,2.79,7.32,62.82,76.94,0.03,251409,4117.0,4117.0,4117.0,1.30,0.78,2.90,6.89,60.16,67.11,0.03272
1549916614,253636,3612.0,3612.0,3612.0,1.31,0.63,3.44,8.60,51.22,77.20,0.03,254932,3523.0,3523.0,3523.0,1.47,0.78,3.41,8.16,71.89,95.09,0.03230
1549916615,257166,3530.0,3530.0,3530.0,1.22,0.65,2.81,7.06,55.15,73.53,0.03,258594,3662.0,3662.0,3662.0,1.52,0.79,2.99,10.65,68.09,74.06,0.03189
1549916616,260396,3230.0,3230.0,3230.0,1.35,0.68,3.21,10.81,52.40,69.07,0.03,261867,3273.0,3273.0,3273.0,1.57,0.84,3.81,12.94,52.40,64.52,0.03150
1549916617,263383,2987.0,2987.0,2987.0,1.58,0.69,3.83,19.97,60.88,72.22,0.03,264972,3105.0,3105.0,3105.0,1.80,0.84,3.99,31.46,71.57,77.07,0.03114
1549916618,267245,3862.0,3862.0,3862.0,1.26,0.69,2.69,7.67,56.56,66.85,0.03,268828,3856.0,3856.0,3856.0,1.30,0.83,2.95,6.54,49.51,68.81,0.03079
1549916619,270562,3317.0,3317.0,3317.0,1.42,0.73,3.00,9.12,55.41,59.47,0.03,271964,3136.0,3136.0,3136.0,1.65,0.88,3.33,11.26,57.34,62.16,0.03043
1549916620,274095,3533.0,3533.0,3533.0,1.30,0.68,2.76,9.85,55.71,61.73,0.03,275513,3549.0,3549.0,3549.0,1.49,0.87,3.05,10.95,55.57,69.60,0.03006
1549916621,277832,3737.0,3737.0,3737.0,1.33,0.65,2.78,8.36,63.41,81.26,0.03,279039,3526.0,3526.0,3526.0,1.40,0.83,3.16,8.81,58.23,64.36,0.02971
1549916622,281429,3597.0,3597.0,3597.0,1.26,0.64,2.88,7.11,56.75,72.88,0.03,282975,3936.0,3936.0,3936.0,1.28,0.77,3.10,6.45,50.43,55.57,0.02938
1549916623,285413,3984.0,3984.0,3984.0,1.19,0.63,2.50,7.36,56.03,60.69,0.03,287079,4104.0,4104.0,4104.0,1.33,0.79,2.84,7.34,54.53,60.69,0.02910
1549916624,289219,3806.0,3806.0,3806.0,1.17,0.65,2.66,7.38,54.76,56.95,0.03,290978,3899.0,3899.0,3899.0,1.32,0.82,2.84,7.25,50.59,63.18,0.02879
1549916625,292613,3394.0,3394.0,3394.0,1.29,0.69,2.97,6.85,59.64,63.77,0.03,294717,3739.0,3739.0,3739.0,1.56,0.86,3.24,8.33,58.75,66.29,0.02846
1549916626,295873,3260.0,3260.0,3260.0,1.54,0.68,3.17,25.36,60.95,66.85,0.03,297981,3264.0,3264.0,3264.0,1.50,0.82,3.09,11.10,61.83,66.98,0.02815
1549916627,299003,3130.0,3130.0,3130.0,1.40,0.71,3.31,6.71,63.80,72.35,0.03,301152,3171.0,3171.0,3171.0,1.75,0.89,3.56,14.96,66.26,72.42,0.02786
1549916628,301681,2678.0,2678.0,2678.0,1.60,0.74,3.50,10.54,69.07,70.32,0.03,304023,2871.0,2871.0,2871.0,1.96,0.95,4.41,22.53,65.63,94.11,0.02763
1549916629,304707,3026.0,3026.0,3026.0,1.49,0.70,3.34,9.95,60.13,61.70,0.03,307498,3475.0,3475.0,3475.0,1.55,0.88,3.52,9.60,56.69,59.08,0.02734
1549916630,308546,3839.0,3839.0,3839.0,1.14,0.63,2.66,6.49,53.90,62.36,0.03,311281,3783.0,3783.0,3783.0,1.45,0.80,2.85,7.99,61.70,71.96,0.02707
1549916631,312003,3457.0,3457.0,3457.0,1.21,0.64,2.63,6.30,63.44,70.06,0.03,315046,3765.0,3765.0,3765.0,1.46,0.78,2.85,9.03,66.58,88.54,0.02678
1549916632,315491,3488.0,3488.0,3488.0,1.38,0.65,2.67,10.47,67.70,72.88,0.03,318457,3411.0,3411.0,3411.0,1.56,0.81,2.87,9.63,64.36,76.41,0.02650
1549916633,318918,3427.0,3427.0,3427.0,1.40,0.62,2.86,14.52,67.31,73.07,0.03,321861,3404.0,3404.0,3404.0,1.50,0.77,3.20,12.18,63.50,72.48,0.02623
1549916634,322449,3531.0,3531.0,3531.0,1.24,0.63,2.61,7.70,62.88,81.07,0.03,325524,3663.0,3663.0,3663.0,1.51,0.78,3.16,8.45,70.78,73.14,0.02596
1549916635,326326,3877.0,3877.0,3877.0,1.10,0.65,2.52,7.97,51.09,56.69,0.03,329631,4107.0,4107.0,4107.0,1.37,0.78,2.77,9.17,59.41,79.76,0.02575
1549916636,329937,3611.0,3611.0,3611.0,1.19,0.70,2.50,7.24,54.03,80.67,0.03,333116,3485.0,3485.0,3485.0,1.61,0.84,3.35,13.18,56.72,89.33,0.02549
1549916637,333106,3169.0,3169.0,3169.0,1.47,0.69,3.61,11.21,81.00,99.35,0.03,336348,3232.0,3232.0,3232.0,1.60,0.82,4.01,11.26,81.33,83.69,0.02524
1549916638,336317,3211.0,3211.0,3211.0,1.46,0.69,2.94,11.71,63.11,114.49,0.02,339377,3029.0,3029.0,3029.0,1.75,0.82,3.06,12.66,110.82,116.92,0.02500
1549916639,340223,3906.0,3906.0,3906.0,1.17,0.63,2.53,6.96,53.64,60.03,0.02,343338,3961.0,3961.0,3961.0,1.33,0.81,2.78,6.47,51.87,65.27,0.02478
1549916640,344285,4062.0,4062.0,4062.0,1.12,0.64,2.42,6.90,51.38,61.11,0.02,347427,4089.0,4089.0,4089.0,1.32,0.80,2.69,6.93,58.20,64.72,0.02459
1549916641,347701,3416.0,3416.0,3416.0,1.29,0.66,2.91,6.69,62.62,64.09,0.02,350887,3460.0,3460.0,3460.0,1.59,0.82,3.27,9.18,60.52,73.79,0.02436
1549916642,351241,3540.0,3540.0,3540.0,1.31,0.66,3.33,7.89,54.10,59.18,0.02,354513,3626.0,3626.0,3626.0,1.44,0.82,3.36,8.07,56.26,64.65,0.02413
1549916643,354759,3518.0,3518.0,3518.0,1.34,0.64,2.97,9.67,59.02,72.16,0.02,357807,3294.0,3294.0,3294.0,1.58,0.80,3.46,10.70,66.58,103.22,0.02390
1549916644,358357,3598.0,3598.0,3598.0,1.17,0.67,2.84,6.64,49.12,57.11,0.02,361811,4004.0,4004.0,4004.0,1.37,0.86,3.01,6.81,53.15,61.70,0.02369
1549916645,361685,3328.0,3328.0,3328.0,1.35,0.65,2.92,8.18,67.31,82.71,0.02,365210,3399.0,3399.0,3399.0,1.65,0.86,3.28,10.31,74.38,80.61,0.02347
1549916646,364948,3263.0,3263.0,3263.0,1.40,0.70,3.14,8.83,55.18,62.46,0.02,368405,3195.0,3195.0,3195.0,1.67,0.87,3.58,18.40,57.90,61.93,0.02326
1549916647,368640,3692.0,3692.0,3692.0,1.24,0.66,2.69,7.07,57.02,65.01,0.02,372159,3754.0,3754.0,3754.0,1.40,0.81,2.84,7.09,59.28,65.83,0.02306
1549916648,371932,3292.0,3292.0,3292.0,1.41,0.64,2.84,12.01,59.74,66.55,0.02,375363,3204.0,3204.0,3204.0,1.61,0.81,3.56,11.91,61.67,73.73,0.02286
1549916649,375511,3579.0,3579.0,3579.0,1.35,0.62,2.87,10.90,60.75,63.90,0.02,378809,3446.0,3446.0,3446.0,1.52,0.80,3.02,10.30,67.11,77.14,0.02266
1549916650,379344,3833.0,3833.0,3833.0,1.19,0.59,2.57,9.08,71.83,80.22,0.02,382465,3656.0,3656.0,3656.0,1.46,0.78,3.07,11.66,70.78,80.28,0.02247
1549916651,382934,3590.0,3590.0,3590.0,1.39,0.64,3.40,11.49,69.80,78.18,0.02,385860,3395.0,3395.0,3395.0,1.44,0.80,3.33,10.08,70.84,79.10,0.02227
1549916652,386551,3617.0,3617.0,3617.0,1.19,0.64,2.89,5.79,60.88,77.00,0.02,389496,3636.0,3636.0,3636.0,1.50,0.83,3.59,7.48,61.60,90.64,0.02208
1549916653,390487,3936.0,3936.0,3936.0,1.20,0.61,2.58,6.71,63.80,71.50,0.02,393536,4040.0,4040.0,4040.0,1.32,0.77,2.87,7.34,55.15,80.48,0.02193
1549916654,393957,3470.0,3470.0,3470.0,1.17,0.61,2.71,7.72,64.32,86.05,0.02,397261,3725.0,3725.0,3725.0,1.56,0.79,2.96,9.40,81.40,107.28,0.02175
1549916655,397636,3679.0,3679.0,3679.0,1.21,0.63,2.91,7.75,59.24,67.31,0.02,400853,3592.0,3592.0,3592.0,1.53,0.80,3.18,13.14,62.10,69.99,0.02157
1549916656,401500,3864.0,3864.0,3864.0,1.16,0.66,2.68,7.53,71.57,88.34,0.02,404721,3868.0,3868.0,3868.0,1.39,0.81,3.25,9.33,75.69,83.36,0.02142
1549916657,405026,3526.0,3526.0,3526.0,1.20,0.64,2.59,8.07,59.08,67.83,0.02,408316,3595.0,3595.0,3595.0,1.57,0.82,3.10,10.74,64.23,78.12,0.02124
1549916658,408817,3791.0,3791.0,3791.0,1.14,0.65,2.58,6.57,62.65,77.07,0.02,412105,3789.0,3789.0,3789.0,1.47,0.82,2.90,8.21,62.29,67.70,0.02107
1549916659,412673,3856.0,3856.0,3856.0,1.17,0.64,2.56,7.65,59.54,71.57,0.02,415946,3841.0,3841.0,3841.0,1.40,0.80,2.77,8.63,63.93,69.73,0.02092
1549916660,416539,3866.0,3866.0,3866.0,1.15,0.63,2.60,6.82,67.31,72.74,0.02,419922,3976.0,3976.0,3976.0,1.36,0.81,2.86,7.56,69.53,96.73,0.02078
1549916661,420275,3736.0,3736.0,3736.0,1.21,0.63,2.39,7.46,61.31,68.88,0.02,423568,3646.0,3646.0,3646.0,1.46,0.81,2.82,7.68,72.16,86.90,0.02062
1549916662,423715,3440.0,3440.0,3440.0,1.37,0.65,2.98,10.97,66.91,85.07,0.02,427040,3472.0,3472.0,3472.0,1.51,0.83,3.26,10.67,65.18,81.46,0.02046
1549916663,426834,3119.0,3119.0,3119.0,1.54,0.65,3.01,11.85,92.34,114.03,0.02,430021,2981.0,2981.0,2981.0,1.71,0.85,3.38,13.30,89.92,92.54,0.02031
1549916664,429733,2899.0,2899.0,2899.0,1.54,0.68,3.53,13.15,81.72,84.21,0.02,432949,2928.0,2928.0,2928.0,1.86,0.86,4.01,15.58,78.77,82.38,0.02019
1549916665,432857,3124.0,3124.0,3124.0,1.38,0.68,3.02,9.90,73.20,79.89,0.02,436313,3364.0,3364.0,3364.0,1.63,0.86,3.42,9.76,76.09,80.41,0.02004
1549916666,436232,3375.0,3375.0,3375.0,1.42,0.69,2.98,8.31,78.77,83.62,0.02,439381,3068.0,3068.0,3068.0,1.70,0.88,3.23,9.46,84.67,95.68,0.01989
1549916667,439603,3371.0,3371.0,3371.0,1.36,0.65,2.97,8.99,77.73,83.82,0.02,442744,3363.0,3363.0,3363.0,1.58,0.84,3.33,8.57,70.45,85.39,0.01973
1549916668,442617,3014.0,3014.0,3014.0,1.54,0.64,3.15,15.50,71.24,84.21,0.02,445769,3025.0,3025.0,3025.0,1.74,0.82,3.51,17.12,69.53,93.98,0.01961
1549916669,446085,3468.0,3468.0,3468.0,1.24,0.63,2.91,8.05,66.42,78.91,0.02,449297,3528.0,3528.0,3528.0,1.51,0.80,3.00,8.85,68.55,79.10,0.01946
1549916670,449581,3496.0,3496.0,3496.0,1.35,0.61,3.09,10.85,82.77,97.85,0.02,452681,3384.0,3384.0,3384.0,1.52,0.81,3.36,11.59,67.57,101.45,0.01931
1549916671,453201,3620.0,3620.0,3620.0,1.29,0.64,2.85,8.50,76.02,105.97,0.02,456148,3467.0,3467.0,3467.0,1.60,0.85,3.15,11.63,72.29,74.65,0.01917
1549916672,456262,3061.0,3061.0,3061.0,1.61,0.63,3.57,18.89,90.90,98.11,0.02,459004,2856.0,2856.0,2856.0,1.75,0.82,3.82,15.24,89.19,98.76,0.01905
1549916673,459143,2881.0,2881.0,2881.0,1.42,0.64,3.36,11.03,112.92,119.60,0.02,462069,3065.0,3065.0,3065.0,1.87,0.80,3.74,15.34,116.06,120.19,0.01893
1549916674,462399,3256.0,3256.0,3256.0,1.44,0.67,3.25,9.24,81.99,88.28,0.02,465350,3281.0,3281.0,3281.0,1.60,0.87,3.50,8.61,81.53,95.49,0.01879
